name,tel,fax,email,web,url,address,nature_of_business,executive_tel,executive_email,executive_name
MALAYAN DACHING,(65) 6763 4545,(65) 6763 6656,sales@malayandaching.com,www.malayandaching.com,http://www.chemicalcluster.com.sg/company-detail/malayan-daching,"24 Hillview Terrace,  Singapore 669235",,,,
MALAYSIA CHEMIST (PTE) LTD,(65) 6295 3646,(65) 6293 0219,mchem@cyberway.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/malaysia-chemist-pte-ltd,"104 Boon Keng Road   , #04-01,  Singapore 339775",,,,
MAMMOET (S) PTE LTD ,(65) 6861 1638,(65) 6861 2718,mammoet@singnet.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/mammoet-s-pte-ltd,"23 Gul Road,  Singapore 629356",,,,
MANDARIN FRP & CONTRACTS PTE LTD ,(65) 6268 0553,(65) 6268 5233,None,None,http://www.chemicalcluster.com.sg/company-detail/mandarin-frp-ve-contracts-pte-ltd,"48 Toh Guan Road East , #07-144, Enterprise Hub Singapore 608586",,,,
MANN+HUMMEL FILTER TECHNOLOGY (S.E.A.) PTE LTD ,(65) 6586 8181,(65) 6586 8180,None,None,http://www.chemicalcluster.com.sg/company-detail/mann-hummel-filter-technology-s-e-a-pte-ltd,"3 Toh Tuck Link , #03-02/03 , German Districentre Singapore 596228",,,,
MANUFACTURING INTEGRATION TECHNOLOGY LTD ,(65) 6481 0511,(65) 6481 8955,None,None,http://www.chemicalcluster.com.sg/company-detail/manufacturing-integration-technology-ltd,"Block 5004  Ang Mo Kio Avenue 5 , #03-12 , TECHplace II Singapore 569872",,,,
MAPEI FAR EAST PTE LTD,(65) 6862 3488,(65) 6862 1012,None,None,http://www.chemicalcluster.com.sg/company-detail/mapei-far-east-pte-ltd,"28 Tuas West Road,  Singapore 638383",,,,
MARECO ENGINEERING SERVICES ,(65) 6842 2506,(65) 6842 2507,None,None,http://www.chemicalcluster.com.sg/company-detail/mareco-engineering-services,"66 Tannery Lane , #04-09 , Sindo Building Singapore 347805",,,,
MARINE CONTRACTORS S'PORE PTE LTD,(65) 6388 0318,(65) 6388 0319,None,None,http://www.chemicalcluster.com.sg/company-detail/marine-contractors-s-pore-pte-ltd,"Block 114  Rivervale Walk , #11-71,  Singapore 540114",,,,
MARINE TEKNIK PTE LTD,(65) 6779 8366,(65) 6779 8266,marineteknikpl@pacific.net.sg,None,http://www.chemicalcluster.com.sg/company-detail/marine-teknik-pte-ltd,"196 Pandan Loop , #05-17 , Pantech Business Hub Singapore 128384",,,,
MARINFLOR (PTE) LTD ,(65) 6775 5111,(65) 6775 5000,None,None,http://www.chemicalcluster.com.sg/company-detail/marinflor-pte-ltd,"30 Pandan Loop,  Singapore 128246",,,,
MARIS POLYMERS SA,(+30) 2262 032919,(+30) 2262 032040,info@marispolymers.gr,www.marispolymers.gr,http://www.chemicalcluster.com.sg/company-detail/maris-polymers-sa,Ind Area of Inofita Viota   Singapore 32011,,,,
MARITEC PTE LTD ,(65) 6271 8622,(65) 6271 9236,sales@maritec.com.sg,www.maritec.com.sg ,http://www.chemicalcluster.com.sg/company-detail/maritec-pte-ltd,"192 Pandan Loop , #05-26/27/28 , Pantech Business Hub Singapore 128381",,,,
MARK GROW ENGINEERING PTE LTD ,(65) 6265 8911,(65) 6265 0004,None,None,http://www.chemicalcluster.com.sg/company-detail/mark-grow-engineering-pte-ltd,"6 Kian Teck Drive,  Singapore 628823",,,,
MARKETING M&E 2000 PTE LTD,(65) 6285 9296,(65) 6285 8968,None,None,http://www.chemicalcluster.com.sg/company-detail/marketing-m-ve-e-2000-pte-ltd,"50 Ubi Avenue 3 , #02-09 , Frontier Singapore 408866",,,,
MACCANVAS HARDWARE TRADING & ENGINEERING (PTE) LTD ,(65) 6281 2011,(65) 6280 9349,None,None,http://www.chemicalcluster.com.sg/company-detail/maccanvas-hardware-trading-ve-engineering-pte-ltd,"17 Defu Lane 7,  Singapore 539340",,,,
MACDERMID AUTOTYPE PTE LTD ,(65) 6897 9670,(65) 6863 1025,paul.lee@sg.autotype.com,www.macdermidautotype.com ,http://www.chemicalcluster.com.sg/company-detail/macdermid-autotype-pte-ltd,"20 Tuas Avenue 6,  Singapore 639307",,,,
MACDERMID SINGAPORE PTE LTD ,(65) 6897 9670,(65) 6897 9657,None,None,http://www.chemicalcluster.com.sg/company-detail/macdermid-singapore-pte-ltd,"20 Tuas Avenue 6,  Singapore 639307",,,,
MACKLIN PTE LTD,(65) 6387 2298,(65) 6387 2297,None,None,http://www.chemicalcluster.com.sg/company-detail/macklin-pte-ltd,"Block 3018  Bedok North Street 5, #03-04 D1614, Eastlink Singapore 486132",,,,
MAGDECON PROJECTS PTE LTD,(65) 6276 6766,(65) 6276 7118,info@mpcorporation.com,None,http://www.chemicalcluster.com.sg/company-detail/magdecon-projects-pte-ltd,"19 Jalan Kilang Barat , #05-01 , Acetech Centre Singapore 159361",,,,
MAGNA (F E) CHEMICAL PTE LTD ,(65) 6786 2616,(65) 6786 2539,None,None,http://www.chemicalcluster.com.sg/company-detail/magna-f-e-chemical-pte-ltd,"Block 9005  Tampines Street 93 , #02-244 , Tampines Industrial Park A Singapore 528839",,,,
MAGNA INTERNATIONAL PTE LTD ,(65) 6788 1228,(65) 6785 1497,magnaintl@pacific.net.sg,www.magnachem.com.sg,http://www.chemicalcluster.com.sg/company-detail/magna-international-pte-ltd,"Blk 9005 Tampines Street 93 Tampines Industrial Park A    ,  Singapore 528839",,,,
MAHA CHEMICALS (ASIA) PTE LTD ,(65) 6863 1808,(65) 6863 1819,sales@mahachem.com,www.mahachem.com ,http://www.chemicalcluster.com.sg/company-detail/maha-chemicals-asia-pte-ltd,"51 Tuas West Drive,  Singapore 638415",,,,
MAIN ENGINEERING ENTERPRISES PTE LTD ,(65) 6481 7819,(65) 6482 4265,None,None,http://www.chemicalcluster.com.sg/company-detail/main-engineering-enterprises-pte-ltd,"5063 Ang Mo Kio Industrial Park 2, #01-1371,  Singapore 569566",,,,
MAINLAND PRESS PTE LTD,(65) 6861 2971,(65) 6861 2973,mlpmktg@singnet.com.sg,www.mainlandpress.com.sg,http://www.chemicalcluster.com.sg/company-detail/mainland-press-pte-ltd,67 Tuas View Loop Singapore 637710,,,,
MAINTECH ENGINEERING & SUPPLIES PTE LTD,(65) 6862 5225,(65) 6861 5225,sales@mes.com.sg,www.mes.com.sg,http://www.chemicalcluster.com.sg/company-detail/maintech-engineering-ve-supplies-pte-ltd,"7 Joo Koon Crescent,  Singapore 629024",,,,
MAJOR INSULATION & LINKS (MIL) MARKETING PTE LTD ,(65) 6268 0122,(65) 6268 0162,majinsul@singnet.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/major-insulation-ve-links-mil-marketing-pte-ltd,"1 Lok Yang Way , Unit 1B , Jurong Singapore 628623",,,,
MAKE YIELD STAINLESS INDUSTRIES PTE LTD ,(65) 6254 3389,None,None,None,http://www.chemicalcluster.com.sg/company-detail/make-yield-stainless-industries-pte-ltd,"Block 2  Toa Payoh Industrial Park , #01-1405,  Singapore 319054",,,,
MAKESAFE CONSULTANTS & ASSOCIATES ,(65) 6276 1377,(65) 6276 3772,makesafe@pacific.net.sg,www.makesafe.com.sg ,http://www.chemicalcluster.com.sg/company-detail/makesafe-consultants-ve-associates,"Block 123  Bukit Merah Lane 1 , #03-90,  Singapore 150123",,,,
MAKOTOH PTE LTD,(65) 6872 3112,(65) 6872 3937,makotohpteltd@gmail.com,None,http://www.chemicalcluster.com.sg/company-detail/makotoh-pte-ltd,"196 Pandan Loop, #04-04 , Pantech Business Hub Singapore 128384",,,,
LUCKONG ENGINEERING & STEEL FABRICATION PTE LTD ,(65) 6261 6022,(65) 6261 7688,None,None,http://www.chemicalcluster.com.sg/company-detail/luckong-engineering-ve-steel-fabrication-pte-ltd,"1 Jalan Samulun,  Singapore 629119",,,,
LUEN WAH MEDICAL COMPANY (SINGAPORE) PRIVATE LIMITED ,(65) 6533 9144,(65) 6533 2238,None,None,http://www.chemicalcluster.com.sg/company-detail/luen-wah-medical-company-singapore-private-limited,"40 North Canal Road,  Singapore 59296",,,,
LULU MOSACPOL CO PTE LTD,(65) 6482 4369,(65) 6482 5197,sales@lulumosacpol.com.sg,www.lulumosacpol.com.sg ,http://www.chemicalcluster.com.sg/company-detail/lulu-mosacpol-co-pte-ltd,"10 Kaki Bukit Road 1, #03-17 , KB Industrial Building Singapore 416175",,,,
LUM CHANG BUILDING CONTRACTORS PTE LTD ,(65) 6273 8888,(65) 6311 0909,lcbc@lumchang.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/lum-chang-building-contractors-pte-ltd,"1 Selegie Road , #06-02 , PoMo Singapore 188306",,,,
LYONDELL SOUTH ASIA PTE LTD,(65) 6880 2350,(65) 6880 2378,None,www.lyondell.com,http://www.chemicalcluster.com.sg/company-detail/lyondell-south-asia-pte-ltd,"78 Shenton Way #25-01,  Singapore 79120",,,,
M & M TECHNOLOGY (S) PTE LTD ,(65) 6364 7677,(65) 6364 8468,mmtech@singnet.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/m-ve-m-technology-s-pte-ltd,"25 Woodlands Industrial Park E1 , #05-03,  Singapore 757743",,,,
M & S MANAGEMENT & CONTRACTS SERVICES PTE LTD ,(65) 6396 6143,(65) 6396 6843,mnsmgmt@singnet.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/m-ve-s-management-ve-contracts-services-pte-ltd,"8 Boon Lay Way, #10-14, TradeHub 21 Singapore 609964",,,,
M H METAL PTE LTD,(65) 6862 4311,(65) 6861 6838,None,None,http://www.chemicalcluster.com.sg/company-detail/m-h-metal-pte-ltd,"72 Tuas Avenue 11,  Singapore 639092",,,,
M-DEC ENTERPRISE PTE LTD ,(65) 6861 4421,(65) 6861 4515,None,None,http://www.chemicalcluster.com.sg/company-detail/m-dec-enterprise-pte-ltd,"88 Tuas Avenue 11,  Singapore 639100",,,,
M.K. SERVICES ,(65) 6862 2542,(65) 6862 2541,None,None,http://www.chemicalcluster.com.sg/company-detail/m-k-services,"7A Dalhousie Lane,  Singapore 209676",,,,
M.T.M. SHIP MANAGEMENT PTE LTD,(65) 6227 9888,(65) 6220 7988,jesus@mtmsm.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/m-t-m-ship-management-pte-ltd,"78 Shenton Way, #13-01,  Singapore 79120",,,,
M.U. INDUSTRIAL PTE LTD ,(65) 6266 2232,(65) 6264 5012,muindustrial@hotmail.com,None,http://www.chemicalcluster.com.sg/company-detail/m-u-industrial-pte-ltd,"19 Enterprise Road,  Singapore 629825",,,,
M+W ZANDER (S) PTE LTD ,(65) 6725 9500,(65) 6725 8909,info.sg@mw-zander.com,None,http://www.chemicalcluster.com.sg/company-detail/m-w-zander-s-pte-ltd,"16 International Business Park , #02-00,  Singapore 609929",,,,
M3 MARKETING & ENGINEERING SERVICES ,(65) 6872 2208,(65) 6872 2203,None,None,http://www.chemicalcluster.com.sg/company-detail/m3-marketing-ve-engineering-services,"Block 2 Bukit Batok Street 24 , #04-19,  Singapore 659480",,,,
MAAG PUMP SYSTEMS TEXTRON PTE LTD ,(65) 6562 8720,(65) 6562 8729,None,www.maag.ch ,http://www.chemicalcluster.com.sg/company-detail/maag-pump-systems-textron-pte-ltd,"25 International Business Park , #03-22/23 , German Centre Singapore 609916",,,,
LOH & SONS PAINT CO (S) PTE LTD,(65) 6264 1248,(65) 6264 2069,None,None,http://www.chemicalcluster.com.sg/company-detail/loh-ve-sons-paint-co-s-pte-ltd,"38 Lok Yang Way,  Singapore 628642",,,,
LOH KIM WAN ENGINEERING ,(65) 6266 4031,(65) 6266 3949,lkw2006@singnet.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/loh-kim-wan-engineering,"27F  Benoi Road Pioneer Lot,  Singapore 629921",,,,
LONG WEI CONSTRUCTION & ENGINEERING WORKS,(65) 6564 9010,(65) 6564 5956,Longwei_c_e_w@yahoo.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/long-wei-construction-ve-engineering-works,"Block 266  Toh Guan Road, #10-25,  Singapore 600266",,,,
LONG XIN ENTERPRISE PTE LTD ,(65) 6555 1712,(65) 6555 3736,None,None,http://www.chemicalcluster.com.sg/company-detail/long-xin-enterprise-pte-ltd,"10 Admiralty Street , #06-10 , North Link Building Singapore 757695",,,,
LOUIS DREYFUS COMMODITIES ASIA PTE LTD ,(65) 6735 9700,(65) 6735 9600,None,None,http://www.chemicalcluster.com.sg/company-detail/louis-dreyfus-commodities-asia-pte-ltd,"501 Orchard Road, #19-00 , Wheelock Place Singapore 238880",,,,
LOW ENG GUAN HARDWARE TRADING CO ,(65) 6292 9562,(65) 6296 6105,None,None,http://www.chemicalcluster.com.sg/company-detail/low-eng-guan-hardware-trading-co,"Block 17  Pandan Loop , #01-85,  Singapore 128235",,,,
LOW KENG HUAT (SINGAPORE) LTD ,(65) 6344 2333,(65) 6345 7841,None,None,http://www.chemicalcluster.com.sg/company-detail/low-keng-huat-singapore-ltd,"80 Marine Parade Road, #18-05/09 , Parkway Parade Singapore 449269",,,,
LOZEN TECHNOLOGY PTE LTD ,(65) 6316 6770,(65) 6462 3757,lozen@singnet.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/lozen-technology-pte-ltd,"61 Bukit Batok Crescent , #04-01 , Heng Loong Building Singapore 658078",,,,
LP SERVICE ,(65) 6256 7066,(65) 6251 7766,lpservice@pacific.net.sg,None,http://www.chemicalcluster.com.sg/company-detail/lp-service,"46 Lorong 17 Geylang , #06-04,  Singapore 388568",,,,
LPJ ENGINEERING & GENERAL SERVICES ,(65) 6262 0445,(65) 6265 3075,None,None,http://www.chemicalcluster.com.sg/company-detail/lpj-engineering-ve-general-services,"2 Penjuru Close, #02-01,  Singapore 608611",,,,
LPJ PETROCHEMICALS PTE LTD,(65) 6262 0445 / (65) 9817 3007,(65) 6265 3075,lpjjiva@singnet.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/lpj-petrochemicals-pte-ltd,"2 Penjuru Close , #02-201B , KHL Building Singapore 608611",,,,
LPS INSTRUMENTS ENTERPRISE PTE LTD ,(65) 6285 2513,(65) 6284 5948,awkho@singnet.com.sg,www.lpsinst.com.sg ,http://www.chemicalcluster.com.sg/company-detail/lps-instruments-enterprise-pte-ltd,"60 Kaki Bukit Place, #07-03,  Singapore 415979",,,,
LTH SUPPLY PTE LTD ,(65) 6295 6522,(65) 6295 6500,None,None,http://www.chemicalcluster.com.sg/company-detail/lth-supply-pte-ltd,"5001 Beach Road , #02-80F , Golden Mile Complex Singapore 199588",,,,
LUBRIZOL SOUTH EAST ASIA (PTE) LTD,(65) 6264 1644,(65) 6264 2105,None,www.lubrizol.com,http://www.chemicalcluster.com.sg/company-detail/lubrizol-south-east-asia-pte-ltd,"44 Tanjong Penjuru #09-11, Galaxis Singapore 138522",,,,
LUCITE INTERNATIONAL SINGAPORE PTE LTD,(65) 6303 4830,(65) 6323 6424,None,www.luciteinternational.com,http://www.chemicalcluster.com.sg/company-detail/lucite-international-singapore-pte-ltd,"31 Sakra Avenue #01-01,  Singapore 627801",,,,
LITTLE FERRY AGENCIES PTE LTD ,(65) 6265 9998,(65) 6265 0123,sales@littleferry.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/little-ferry-agencies-pte-ltd,"28E  Penjuru Close, #01-02,  Singapore 609133",,,,
LITTLE PHARMACEUTICAL SUPPLIERS PTE LTD,(65) 6252 1331,(65) 6253 5849,None,None,http://www.chemicalcluster.com.sg/company-detail/little-pharmaceutical-suppliers-pte-ltd,"Block 998  Toa Payoh North , #05-10/12,  Singapore 318993",,,,
LIUTUNG INDUSTRIES,(65) 6862 2387,(65) 6546 1488,liutung@mbox3.singnet.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/liutung-industries,"1 Joo Koon Crescent   ,  Singapore 629027",,,,
LIVING GREEN ASSN (S),(65) 6822 3228,None,None,None,http://www.chemicalcluster.com.sg/company-detail/living-green-assn-s,"400 Orchard Road, #05-17A,  Singapore 238875",,,,
LKW MECHANICAL ENGINEERING PTE LTD ,(65) 6266 4031,(65) 6266 3949,lkw2006@singnet.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/lkw-mechanical-engineering-pte-ltd,"27F  Benoi Road Pioneer Lot,  Singapore 629921",,,,
LLOYD'S REGISTER QUALITY ASSURANCE LIMITED,(65) 6278 9444,(65) 6278 7683,None,www.Irqa.com.sg,http://www.chemicalcluster.com.sg/company-detail/lloyd-s-register-quality-assurance-limited,"1 Fusionopolis Place #28-01/02, PSA Building  Singapore 119963",,,,
LMB ENGINEERING SYSTEM PTE LTD ,(65) 6746 9330,(65) 6746 9340,None,None,http://www.chemicalcluster.com.sg/company-detail/lmb-engineering-system-pte-ltd,"625 Aljunied Road, #04-05,  Singapore 389836",,,,
LMP TRADING PTE LTD,(65) 6844 4464,(65) 6844 1614,lmptrdgpl@pacific.net.sg,www.lmp.tdg.com,http://www.chemicalcluster.com.sg/company-detail/lmp-trading-pte-ltd,"233 Kaki Bukit Avenue 1 , Shun Li Industrial Park Singapore 416051",,,,
LMS TECHNOLOGIES PTE LTD,(65) 6451 1123,(65) 6452 1011,info@lmstech.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/lms-technologies-pte-ltd,"6 Tagore Drive , #04-05 , Tagore Building Singapore 787623",,,,
LNK TRADING PTE LTD,(65) 6264 6636,(65) 6264 6676,info@lnktrading.com,www.lnktrading.com ,http://www.chemicalcluster.com.sg/company-detail/lnk-trading-pte-ltd,"6 Sixth Lok Yang Road ,  Singapore 628104",,,,
LNS CAMION TRANSPORT PTE LTD,(65) 6535 1050,(65) 6535 0159,chenghoo@lnscamion.com,www.lnscamion.com,http://www.chemicalcluster.com.sg/company-detail/lns-camion-transport-pte-ltd,"3 Toh Tuck Link, #01-05, German Districentre Singapore 596228",,,,
LOAD CONTROLS SYSTEMS PTE LTD ,(65) 6366 6338,(65) 6366 6339,lcs@tathong.com.sg,www.loadcontrols.com.sg ,http://www.chemicalcluster.com.sg/company-detail/load-controls-systems-pte-ltd,"8 Sungei Kadut Avenue,  Singapore 729645",,,,
LOBA GMBH & CO. KG,(+49) 7156 357 162,(+49) 7156 357 262,joern.haferkorn@loba.de,www.loba.de,http://www.chemicalcluster.com.sg/company-detail/loba-gmbh-ve-co-kg,Leonberger Sstr. 56 - 62 DITZINGEN   Singapore 0,,,,
LOGICOM INSTRUMENTS PTE LTD,(65) 6892 7666,None,None,None,http://www.chemicalcluster.com.sg/company-detail/logicom-instruments-pte-ltd,"10 Admiralty Street, #02-67, North Link Building Singapore 757695",,,,
LOGWIN AIR + OCEAN SINGAPORE PTE LTD,(65) 6586 7373,(65) 6467 3730,info@logwin-logistics.com,www.logwin-logistics.com ,http://www.chemicalcluster.com.sg/company-detail/logwin-air-ocean-singapore-pte-ltd,"2 Clementi Loop , #01-01 , LogisHub@Clementi Singapore 129809",,,,
LINCOLN MACHINERY PTE LTD,(65) 6863 3333,(65) 6863 3366,info@weldman.com,None,http://www.chemicalcluster.com.sg/company-detail/lincoln-machinery-pte-ltd,"19 Tuas Avenue 18A,  Singapore 638865",,,,
LINEAR POWER SYSTEMS PTE LTD,(65) 6291 0213,(65) 6293 3937,None,None,http://www.chemicalcluster.com.sg/company-detail/linear-power-systems-pte-ltd,"6 Tagore Drive , #01-09, Tagore Building Singapore 787623",,,,
LINGJACK ENGINEERING WORKS PTE LTD ,(65) 6759 4163,(65) 6758 7513,lingjack@magix.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/lingjack-engineering-works-pte-ltd,"1 Woodlands Terrace    , #03-01, Lingjack Industrial Building    Singapore 738471",,,,
LINKERS (FAR EAST) PTE LTD,(65) 6225 9588,(65) 6225 0801,None,www.linkers.com.sg,http://www.chemicalcluster.com.sg/company-detail/linkers-far-east-pte-ltd,"6 Shenton Way #25-11, Oue Downtown 2 Singapore 68809",,,,
LINKFORCE PTE LTD,(65) 6295 6090,(65) 6295 6091,None,None,http://www.chemicalcluster.com.sg/company-detail/linkforce-pte-ltd,"8 Pahang Street,  Singapore 198609",,,,
LINKMET AUTOMATION,(65) 6872 5682,(65) 6872 5638,linkrnet@linkrnet.com,www.linkmet.com,http://www.chemicalcluster.com.sg/company-detail/linkmet-automation,"194 Pandan Loop    , #05-24, Pantech Industrial Complex    Singapore 128383",,,,
LINKMET CONTROLS PTE LTD ,(65) 6872 5682,(65) 6872 5638,linkmet@linkmet.com,www.linkmet.com ,http://www.chemicalcluster.com.sg/company-detail/linkmet-controls-pte-ltd,"194 Pandan Loop , #05-24, Pantech Business Hub Singapore 128383",,,,
LINKO TRADING CO ,(65) 6262 0688,(65) 6262 0233,None,None,http://www.chemicalcluster.com.sg/company-detail/linko-trading-co,"44 Kian Teck Road,  Singapore 628785",,,,
LINKWISE TECHNOLOGY ,(65) 6484 6368,(65) 6484 6369,sales@linkwisetech.com,www.linkwisetech.com.picobox.biz ,http://www.chemicalcluster.com.sg/company-detail/linkwise-technology,"Block 3  Ang Mo Kio Industrial Park 2A , #06-08 , Ang Mo Kio Tech I Singapore 568050",,,,
LINTEC SINGAPORE PTE LTD,(65) 6221 5854,(65) 6221 6458,sp@lintec-group.com,www.lintec-group.com,http://www.chemicalcluster.com.sg/company-detail/lintec-singapore-pte-ltd,"20 Bendemeer Road    , #02-01, Cyber Hub     Singapore 339914",,,,
LINTEC TESTING SERVICES LTD (S'PORE BRANCH),(65) 6777 3944,None,None,None,http://www.chemicalcluster.com.sg/company-detail/lintec-testing-services-ltd-s-pore-branch,"73 Ayer Rajah Crescent, #05-01,  Singapore 139952",,,,
LIPOTECH PROJECT ENGINEERING PTE LTD,(65) 6515 0027,(65) 6515 0037,sudarshan@lipotechprojects.com,www.lipotechprojects.com ,http://www.chemicalcluster.com.sg/company-detail/lipotech-project-engineering-pte-ltd,"21 Bukit Batok Crescent, #27-75, WCEGA Tower Singapore 658065",,,,
LIQUIMECH ENGINEERING PTE LTD ,(65) 6896 9113,(65) 6896 7115,sales@liquimech.com,www.liquimech.com,http://www.chemicalcluster.com.sg/company-detail/liquimech-engineering-pte-ltd,"51 Bukit Batok Crescent , #06-42 , Unity Centre Singapore 658077",,,,
LISAM SINGAPORE PTE LTD,(65) 6493 2311,None,None,www.lisam.com,http://www.chemicalcluster.com.sg/company-detail/lisam-singapore-pte-ltd,"19 Keppel Road #07-01, Singapore 89058",,,,
LITEWELL ENGINEERING PTE LTD ,(65) 6862 9339,None,None,None,http://www.chemicalcluster.com.sg/company-detail/litewell-engineering-pte-ltd,"3 Gul Street 2,  Singapore 629288",,,,
LIAN BENG CONSTRUCTION (1988) PTE LTD,(65) 6283 1468,(65) 6383 0158,lianbengconstn@pacific.net.sg,www.lianbeng.com.sg ,http://www.chemicalcluster.com.sg/company-detail/lian-beng-construction-1988-pte-ltd,"25 Playfair Road , Lian Beng Building Singapore 367990",,,,
LIAN GIM (S) TRADING ,(65) 6753 0282,(65) 6753 0013,None,None,http://www.chemicalcluster.com.sg/company-detail/lian-gim-s-trading,"44 Woodlands Industrial Park E,  Singapore 757818",,,,
LIAN HOE LEONG & BROTHERS PTE LTD,(65) 6266 8500,(65) 6266 4800,None,None,http://www.chemicalcluster.com.sg/company-detail/lian-hoe-leong-ve-brothers-pte-ltd,"80 International Road,  Singapore 629170",,,,
LIAN HUP BROTHERS PTE LTD,(65) 6367 0625,(65) 6367 9959,info@lhb.com.sg,www.lhb.com.sg ,http://www.chemicalcluster.com.sg/company-detail/lian-hup-brothers-pte-ltd,"18 Kranji Road,  Singapore 739461",,,,
LIAN LEE HENG TRADING CO,(65) 9630 8765,(65) 6893 8082,None,None,http://www.chemicalcluster.com.sg/company-detail/lian-lee-heng-trading-co,"25 Sungei Kadut Loop,  Singapore 729466",,,,
LIAN SHENG PVC FABRICATION CO,(65) 6294 9998,(65) 6293 9703,None,None,http://www.chemicalcluster.com.sg/company-detail/lian-sheng-pvc-fabrication-co,"Block 74  Geylang Bahru , #01-2858,  Singapore 339682",,,,
LIAN TECK CONSTRUCTION PTE LTD ,(65) 6297 4687,(65) 6297 4685,None,None,http://www.chemicalcluster.com.sg/company-detail/lian-teck-construction-pte-ltd,"15B  Hertford Road,  Singapore 219378",,,,
LIAN TIAN TRADING PTE LTD,(65) 6565 3977,(65) 6565 1650,None,None,http://www.chemicalcluster.com.sg/company-detail/lian-tian-trading-pte-ltd,"20 Penjuru Place,  Singapore 608556",,,,
LIAN YEW HUAT ENGINEERING CONSTRUCTION PTE LTD,(65) 6385 5885,None,None,None,http://www.chemicalcluster.com.sg/company-detail/lian-yew-huat-engineering-construction-pte-ltd,"46 St Anne's Wood,  Singapore 545226",,,,
LIBRA 2002 PTE LTD,(65) 6863 2822,(65) 6863 2855,libeqpt@singnet.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/libra-2002-pte-ltd,"27 Gul Drive,  Singapore 629475",,,,
LICO ENGINEERING PTE LTD ,(65) 6483 2391,(65) 6841 9893,None,None,http://www.chemicalcluster.com.sg/company-detail/lico-engineering-pte-ltd,"Block 5056 Ang Mo Kio Industrial Park 2, #01-1167,  Singapore 569559",,,,
LIGHTWEIGHT CONCRETE HOLDING PTE LTD ,(65) 6261 5522,(65) 6261 5523,None,None,http://www.chemicalcluster.com.sg/company-detail/lightweight-concrete-holding-pte-ltd,"6 Kwong Min Road,  Singapore 628713",,,,
LIGNAR ENGINEERING PTE LTD ,(65) 6777 5383,(65) 6774 1022,None,None,http://www.chemicalcluster.com.sg/company-detail/lignar-engineering-pte-ltd,"6 Pandan Loop , #01-94,  Singapore 128305",,,,
LIKOK PAPER TRADING PTE LTD,(65) 6265 9789,(65) 6265 9689,None,www.likokpaper.com,http://www.chemicalcluster.com.sg/company-detail/likok-paper-trading-pte-ltd,"4 Penjuru Close,  Singapore 608574",,,,
LINAIR TECHNOLOGIES LIMITED,(65) 6757 5310,(65) 6757 5319,anthonysum@linair.com.sg,www.linair.com.sg,http://www.chemicalcluster.com.sg/company-detail/linair-technologies-limited,"Blk 2 Woodlands Spectrum, #01-08, Woodlands Sector 1 Singapore 738068",,,,
LEONG ELECTRICAL & PLUMBING ENGINEERING PTE LTD,(65) 6265 0800,(65) 6268 0880,None,None,http://www.chemicalcluster.com.sg/company-detail/leong-electrical-ve-plumbing-engineering-pte-ltd,"27A  Jurong Port Road, #01-35,  Singapore 619101",,,,
LEONG GUAN HARDWARE COMPANY,(65) 6291 0103,(65) 6294 0405,lgh52@singnet.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/leong-guan-hardware-company,"52 Foch Road , #04-02,  Singapore 209274",,,,
LEROY-SOMER (SEA) PTE LTD ,(65) 6266 1726,(65) 6262 1953,None,None,http://www.chemicalcluster.com.sg/company-detail/leroy-somer-sea-pte-ltd,"36 Lok Yang Way ,  Singapore 628641",,,,
